OBJECTID,Nature_Of_,Premise_Ty,Organizati,Building_N,Street_Typ,Street_Nam,Landmark,Locality,City,Post_Offic,District,Sub_Distri,State,Postman_Be,Pincode,SymbolID,lat,long
101,URBAN,SHOP,,NILAY SHOPING CENTRE,,CHANDLODIA RLY STN ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,6000,380061,,23.0677899998,72.5447099995
102,URBAN,HOUSE,,SAI KRUPA SOCIETY,,CHANDLODIA RLY STN ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,6000,380061,,23.0762000003,72.5469100002
103,URBAN,HOUSE,,VAGHESWARI SOCIETY,,CHANDLODIA RLY STN ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,6000,380061,,23.0765199997,72.5476499993
104,URBAN,HOUSE,,ASHAPURA SOCIETY,,CHANDLODIA RLY STN ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,6000,380061,,23.0667800003,72.5389699999
105,URBAN,HOUSE,,LAXMINAGAR SOCIETY,,VAGHESWARI SOCIETY ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,6000,380061,,23.0756799998,72.5483399997
106,URBAN,HOUSE,,RAJ RATNA FLAT-BLOCK A,,VAGHESWARI SOCIETY ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,6000,380061,,23.072261395600002,72.5529811328
107,URBAN,HOUSE,,SHAKTINAGAR,,VAGHESWARI SOCIETY ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,6000,380061,,23.0750299994,72.5479700004
108,URBAN,HOUSE,,NANDANVAN TENAMENT,,VAGHESWARI SOCIETY ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,6000,380061,,23.0748888617,72.5475755701
109,URBAN,HOUSE,,DANTANI NAGAR,,VAGHESWARI SOCIETY ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,6000,380061,,23.0717551026,72.5498541449
110,URBAN,HOUSE,,RAM KRISHANA NAGAR,,VAGHESWARI SOCIETY ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,6000,380061,,23.0745499995,72.5458899992
111,URBAN,school,NUTAN SCHOOL,NUTAN SCHOOL,,,NR PRABHAT CHOWK,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0686588668,72.5437465342
112,URBAN,TENAMENT,,SURYA KUNJ SOCIETY -1,ROAD,GHATLODIA GAM,NR NUTAN SCHOOL,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0686700002,72.5423900001
113,URBAN,FLAT,,BEENA FLAT,ROAD,GHATLODIA GAM,NR WATER TANK,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
114,URBAN,HOUSE,,TULSI SHYAM,ROAD,GHATLODIA GAM,NR WATER TANK,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
115,URBAN,,,HARI NAGAR,ROAD,GHATLODIA GAM,NR WATER TANK,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0699000003,72.5391600001
116,URBAN,TENAMENT,,BILESHWAR SOCIETY,ROAD,GHATLODIA GAM,NR WATER TANK,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0687099998,72.5424800001
117,URBAN,TENAMENT,,ABHISHEK APARTMENT,ROAD,GHATLODIA GAM,NR WATER TANK,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0704967469,72.5378971216
118,URBAN,FLAT,,GOPAL  FLAT BLOCK A,ROAD,GHATLODIA GAM,NR WATER TANK,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0743399995,72.5566700004
119,URBAN,FLAT,,PARTH AVENUE     BLOCK--A,ROAD,PAVAPURI ROAD,NR WATER TANK,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0723482107,72.5388515211
120,URBAN,FLAT,,NIRMAN COMPLEX BLOCK A,ROAD,CHANKYA PURI OVER BRIDGE,NR NALANDA SCHOOL,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
121,URBAN,FLAT,,PREET RESIDENCY BLCOK *A,ROAD,CHANKYA PURI OVER BRIDGE,NR NALANDA SCHOOL,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0718549705,72.5415950685
122,URBAN,FLAT,,ARJUN AVENUE   BLOCK *A,ROAD,CHANKYA PURI OVER BRIDGE,NR NALANDA SCHOOL,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07153,72.5404299996
123,URBAN,SHOP,,ARJUN SHOPING CENTRE,ROAD,CHANKYA PURI OVER BRIDGE,NR NALANDA SCHOOL,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
124,URBAN,SHOP,,SAMBHAVI SHOPING,ROAD,CHANKYA PURI OVER BRIDGE,NR NALANDA SCHOOL,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
125,URBAN,FLAT,,KAMAL APARTMENT -1 BLOCK A,ROAD,CHANKYA PURI OVER BRIDGE,OPP SHAMBHAVI FLAT,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0710160113,72.5404837891
126,URBAN,HOUSE,,MOTA TALAV NA CHHAPRA,ROAD,CHANKYA PURI OVER BRIDGE,OPP SHAMBHAVI FLAT,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
127,URBAN,HOUSE,,YAS SAGAR SOCIETY,ROAD,SATYA NARAYAN TEMPLE ROAD,NR SATYA NARANYAN TEMPLE,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0695599996,72.5416000002
128,URBAN,HOUSE,,BHAGYA NIDHI SOCIETY,ROAD,SATYA NARAYAN TEMPLE ROAD,NR SATYA NARANYAN TEMPLE,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0697799999,72.5416999997
129,URBAN,HOUSE,,SHRINATH FLAT,ROAD,SATYA NARAYAN TEMPLE ROAD,NR SATYA NARANYAN TEMPLE,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0695599996,72.5416000002
130,URBAN,HOUSE,,TEJENDRA FLAT BLOCK -E,ROAD,SATYA NARAYAN TEMPLE ROAD,NR SATYA NARANYAN TEMPLE,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0695599996,72.5416000002
131,URBAN,HOUSE,,BHAVANI COLONY,ROAD,SATYA NARAYAN TEMPLE ROAD,NR SATYA NARANYAN TEMPLE,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0695599996,72.5416000002
132,URBAN,HOUSE,,SUKH SHAMRUDHI,ROAD,SATYA NARAYAN TEMPLE ROAD,NR SATYA NARANYAN TEMPLE,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0695599996,72.5416000002
133,URBAN,HOUSE,,SUBHAM FLAT,ROAD,SATYA NARAYAN TEMPLE ROAD,NR SATYA NARANYAN TEMPLE,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0683711012,72.5419727024
134,URBAN,HOUSE,,PATEL VAS,ROAD,SATYA NARAYAN TEMPLE ROAD,OPP HIRA MOTI SOCEITY,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0676308165,72.5410050343
135,URBAN,HOUSE,,RADHE SHYAM FLAT,ROAD,SATYA NARAYAN TEMPLE ROAD,OPP HIRA MOTI SOCEITY,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
136,URBAN,HOUSE,TALATI OFFICE,TALATI OFFICE,ROAD,SATYA NARAYAN TEMPLE ROAD,OPP HIRA MOTI SOCEITY,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
137,URBAN,HOUSE,GOVT HOSPITAL,GOVT HOSPITAL,ROAD,SATYA NARAYAN TEMPLE ROAD,OPP HIRA MOTI SOCEITY,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
138,URBAN,HOUSE,,SHERSHIYA VAS,ROAD,SATYA NARAYAN TEMPLE ROAD,OPP HIRA MOTI SOCEITY,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
139,URBAN,HOUSE,,BANSARI APARTMENT,ROAD,SATYA NARAYAN TEMPLE ROAD,OPP HIRA MOTI SOCEITY,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0674539709,72.5405981958
140,URBAN,HOUSE,,MOTO VAS,ROAD,GHATLODIA GAM ROAD,WATER TANK,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0672911539,72.54106717
141,URBAN,HOUSE,,RADHE FLAT,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
142,URBAN,HOUSE,,SUBHAM FLAT  BLOCK A1,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0669368841,72.5411881883
143,URBAN,HOUSE,,UMIYA APARTMENT BLOCK A,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0679578244,72.5402240517
144,URBAN,HOUSE,,DHAN LAXMI COMPLEX,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0680800001,72.5396699996
145,URBAN,HOUSE,,NAVO VAS,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
146,URBAN,HOUSE,,BHARWAD VAS,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0665962463,72.5343762935
147,URBAN,HOUSE,,BHIKHA BHARWAD NI CHALI,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
148,URBAN,HOUSE,,KANJIBHAI NI CHALI,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
149,URBAN,HOUSE,,JOGANI MATA SHOPING,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
150,URBAN,SCHOOL,GOVT SCHOOL-1,GOVT SCHOOL-1,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
151,URBAN,HOUSE,,RANDAL NIVAS,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
152,URBAN,HOUSE,,SURYA APARTMENT,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0742428522,72.5521517912
153,URBAN,HOUSE,,AKSAR APARTMENT,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0698194308,72.5365472584
154,URBAN,HOUSE,,DABHODIA VAS,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
155,URBAN,HOUSE,,VRUNDAVAN FLAT BLOCK A,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
156,URBAN,HOUSE,,ARBUDA FLAT,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
157,URBAN,SHOP,,SHANKAR SHOPING,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
158,URBAN,SHOP,,UJWAR CHAMBER,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
159,URBAN,SHOP,,CHAMUNDA SHOPING,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
160,URBAN,HOUSE,,KANUBHAI NI CHALI,ROAD,GHATLODIA GAM ROAD,NR GHATLODIA GAM,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.067734622,72.5445921857
161,URBAN,BANK,BANK OF MAHARASTRA,BANK OF MAHARASTRA,ROAD,GHATLODIA GAM ROAD,NR NUTAN SCHOOL,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.0687400001,72.5420800006
162,URBAN,SCHOOL,NALANDA SCHOOL & PTC COLLEGE,NALANDA SCHOOL & PTC COLLEGE,ROAD,PRABHAT CHOWK ROAD,CHANKYAPURI OVER BRIDGE,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
163,URBAN,SCHOOL,CHANKAYA ADHYAPAN MANDIR,CHANKAYA ADHYAPAN MANDIR,ROAD,PRABHAT CHOWK ROAD,CHANKYAPURI OVER BRIDGE,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.07996,72.5559500001
164,URBAN,BANK,ADC PAVAPURI,ADC PAVAPURI,ROAD,PRABHAT CHOWK ROAD,CHANKYAPURI OVER BRIDGE,ghatlodia,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,7000,380061,,23.068995198,72.5435956009
165,URBAN,HOUSE,,SHAKTI APARTMENT A,ROAD,CHANKYAPURI ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,8000,380061,,23.0708177919,72.547903871
166,URBAN,HOUSE,,DEVNANDAN APT BLOCK-A,ROAD,CHANKYAPURI ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,8000,380061,,23.0745,72.5484899995
167,URBAN,HOUSE,,CHANAKYAPURI SEC-1 BLOCK-C,ROAD,CHANKYAPURI ROAD,,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,8000,380061,,23.068995198,72.5435956009
168,URBAN,HOUSE,,MARUTI SOC,ROAD,BHUYANGDEV,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.0676600005,72.5389900002
169,URBAN,HOUSE,SARKARI KUMAR CHHATRALAY,AKASHPURI COMPLEX,ROAD,BHUYANGDEV,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
170,URBAN,HOUSE,,ALKAPURI ROW HOUSE,ROAD,BHUYANGDEV,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
171,URBAN,HOUSE,,ALKAPURI SOC,ROAD,BHUYANGDEV,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.0652600003,72.5380700002
172,URBAN,HOUSE,SUPER SCHOOL,SUPER SCHOOL,ROAD,BHUYANGDEV,NR ALKAPURI SOC,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.0652600003,72.5380700002
173,URBAN,HOUSE,,HIRAKUNJ SHOPPING CENTER,ROAD,JANATANAGAR,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
174,URBAN,HOUSE,,HIRAKUNJ COMPLEX,ROAD,JANATANAGAR,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
175,URBAN,HOUSE,,VADIO KUVO THAKOR CHHAPRA,ROAD,JANATANAGAR,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
176,URBAN,HOUSE,,PRAJAPTI SOICETY,ROAD,JANATANAGAR,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
177,URBAN,HOUSE,,SEINDHABHAI NI CHALI,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
178,URBAN,HOUSE,,TALJABHAI NI CHALI,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
179,URBAN,HOUSE,,VIRAMBHAI NI CHALI,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
180,URBAN,HOUSE,,SHAYMAL BHAI NI CHALI,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
181,URBAN,HOUSE,,AMRUTBHAI NI CHALI,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
182,URBAN,HOUSE,,HARSIDHH PARK,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
183,URBAN,HOUSE,,SHELABHAI NI CHALI,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
184,URBAN,FLAT,,SAUMYA RESIDENCY,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.0672358336,72.5367960053
185,URBAN,BUNGLOW,,NARESHWAR BUNLOW,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.066944093,72.5371561368
186,URBAN,FLAT,,NARESHWAR FLAT,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.066944093,72.5371561368
187,URBAN,SHOP,,SANSKRUT SHOPING CENTRE,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.0668559999,72.537227833
188,URBAN,TENAMENT,,JAY SHAKTI SOCIETY,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
189,URBAN,TENAMENT,,SHANKALP RAW HOUSE-1,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
190,URBAN,HOUSE,,SUHAS RESIDENCY,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.0686128757,72.5364720573
191,URBAN,FLAT,,SURYODAY -2,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.0688788739,72.5352105489
192,URBAN,BUNGLOW,,NAND BUNGLOW,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.0690074301,72.5356017447
193,URBAN,FLAT,,ANGAT RESIDENCY,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.066412485,72.5383394998
194,URBAN,FLAT,,TIRUPATI FLAT,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
195,URBAN,FLAT,,AKAR FLAT,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
196,URBAN,FLAT,,DARSHAN FLAT,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
197,URBAN,FLAT,,SHALVI COMPLEX,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.0698145691,72.5366086974
198,URBAN,FLAT,,AVASH FLAT,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.07996,72.5559500001
199,URBAN,HOUSE,,GADADHAR SOCIETY,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.0693199994,72.5365000001
200,URBAN,FLAT,,KANKESHAWARI FLAT,ROAD,PAVAPURI ROAD,NR WATER TANK,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,9000,380061,,23.0691891056,72.5362494309
201,URBAN,FLAT,,ASHATHA APARTMENT BLOCK A,ROAD,SOLA ROAD,OPP HIRA BAUG -2,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,10000,380061,,23.0745027832,72.5484869156
202,URBAN,TENAMENT,,TARUN SHAKTI SOCIETY,ROAD,SOLA ROAD,OPP HIRA BAUG -2,GHATLODIA,AHMEDABAD,GHATLODIA POST OFFICE,AHMEDABAD,AHMEDABAD,GUJARAT,10000,380061,,23.0663699998,72.5350100006
